ICB plus Code,Commissioner / Provider Code,PCN,PCN Code,Practice,Practice Code,Items,Actual Cost,Year Month,BNF Chemical Substance,BNF Chemical Substance Code,List Size
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,208,709.1793661,202501,Salbutamol,0301011R0,6313
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,5,47.37110868,202501,Terbutaline sulphate,0301011V0,6313
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,203,714.4719122,202502,Salbutamol,0301011R0,6311
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WANSBECK PCN,U11112,THE GABLES MEDICAL GROUP,A84013,1,7.897179596,202502,Terbutaline sulphate,0301011V0,6311
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,668,2085.977756,202412,Salbutamol,0301011R0,18885
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,25,241.1144767,202412,Terbutaline sulphate,0301011V0,18885
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,610,1659.504424,202501,Salbutamol,0301011R0,18875
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,32,326.388684,202501,Terbutaline sulphate,0301011V0,18875
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,507,1383.316918,202502,Salbutamol,0301011R0,18871
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,ALNWICK MEDICAL GROUP,A84006,26,242.1616479,202502,Terbutaline sulphate,0301011V0,18871
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,183,405.2759263,202412,Salbutamol,0301011R0,4493
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,12,133.1646578,202412,Terbutaline sulphate,0301011V0,4493
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,168,393.7797257,202501,Salbutamol,0301011R0,4495
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,9,108.4456496,202501,Terbutaline sulphate,0301011V0,4495
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,149,301.6424558,202502,Salbutamol,0301011R0,4495
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,BELFORD MEDICAL PRACTICE,A84008,7,69.50886464,202502,Terbutaline sulphate,0301011V0,4495
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,151,349.0370745,202412,Salbutamol,0301011R0,7123
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1,15.78222637,202412,Terbutaline sulphate,0301011V0,7123
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,164,487.2289905,202501,Salbutamol,0301011R0,7147
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2,22.65241899,202501,Terbutaline sulphate,0301011V0,7147
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,142,354.8969612,202502,Salbutamol,0301011R0,7153
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,3,23.69153879,202502,Terbutaline sulphate,0301011V0,7153
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,219,704.9193685,202412,Salbutamol,0301011R0,10651
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,2,23.67953955,202412,Terbutaline sulphate,0301011V0,10651
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,212,651.9239775,202501,Salbutamol,0301011R0,10688
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3,23.69175434,202501,Terbutaline sulphate,0301011V0,10688
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,164,571.6564394,202502,Salbutamol,0301011R0,10703
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,1,7.897179596,202502,Terbutaline sulphate,0301011V0,10703
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,269,803.081526,202412,Salbutamol,0301011R0,7181
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,9,102.0954383,202412,Terbutaline sulphate,0301011V0,7181
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,257,702.4823708,202501,Salbutamol,0301011R0,7196
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,6,55.26836013,202501,Terbutaline sulphate,0301011V0,7196
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,239,712.7446258,202502,Salbutamol,0301011R0,7177
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,UNION BRAE & NORHAM PRAC,A84044,5,46.85289367,202502,Terbutaline sulphate,0301011V0,7177
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,419,1533.412383,202412,Salbutamol,0301011R0,9183
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,16,134.2419241,202412,Terbutaline sulphate,0301011V0,9183
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,338,1147.356595,202501,Salbutamol,0301011R0,9183
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,19,165.8174804,202501,Terbutaline sulphate,0301011V0,9183
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,323,1014.251561,202502,Salbutamol,0301011R0,9200
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WELL CLOSE MEDICAL GROUP,A84026,16,157.8939919,202502,Terbutaline sulphate,0301011V0,9200
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,183,419.4487789,202412,Salbutamol,0301011R0,4834
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,6,54.74875915,202412,Terbutaline sulphate,0301011V0,4834
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,223,486.3613802,202501,Salbutamol,0301011R0,4858
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,6,52.68242176,202501,Terbutaline sulphate,0301011V0,4858
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,149,383.5109012,202502,Salbutamol,0301011R0,4879
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WELL UP NORTH PCN,U25545,WOOLER HEALTH,A84604,6,54.24468936,202502,Terbutaline sulphate,0301011V0,4879
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,72,189.3992245,202412,Salbutamol,0301011R0,3438
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,3,31.57685274,202412,Terbutaline sulphate,0301011V0,3438
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,85,284.3944045,202501,Salbutamol,0301011R0,3446
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,4,31.58900579,202501,Terbutaline sulphate,0301011V0,3446
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,82,221.8460457,202502,Salbutamol,0301011R0,3433
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BELLINGHAM PRACTICE,A84027,3,31.57631838,202502,Terbutaline sulphate,0301011V0,3433
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,121,483.5183911,202412,Salbutamol,0301011R0,5384
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,1,15.78222637,202412,Terbutaline sulphate,0301011V0,5384
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,125,432.4598637,202501,Salbutamol,0301011R0,5385
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,4,47.35870868,202501,Terbutaline sulphate,0301011V0,5385
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,98,351.3035913,202502,Salbutamol,0301011R0,5401
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BRANCH END SURGERY,A84047,3,39.46109798,202502,Terbutaline sulphate,0301011V0,5401
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,284,823.2815035,202412,Salbutamol,0301011R0,10408
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,10,102.6278714,202412,Terbutaline sulphate,0301011V0,10408
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,280,961.9982449,202501,Salbutamol,0301011R0,10417
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,10,110.5119203,202501,Terbutaline sulphate,0301011V0,10417
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,233,804.0551269,202502,Salbutamol,0301011R0,10416
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,BURN BRAE MEDICAL GROUP,A84024,7,63.16503677,202502,Terbutaline sulphate,0301011V0,10416
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,189,584.8329862,202412,Salbutamol,0301011R0,7299
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,12,92.1675925,202412,Terbutaline sulphate,0301011V0,7299
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,158,423.3914844,202501,Salbutamol,0301011R0,7293
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,8,62.6583439,202501,Terbutaline sulphate,0301011V0,7293
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,147,382.5132598,202502,Salbutamol,0301011R0,7303
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,13,100.5921991,202502,Terbutaline sulphate,0301011V0,7303
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,199,1099.168999,202412,Salbutamol,0301011R0,5565
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,13,118.4348978,202412,Terbutaline sulphate,0301011V0,5565
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,170,633.1419486,202501,Salbutamol,0301011R0,5568
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,10,94.74221737,202501,Terbutaline sulphate,0301011V0,5568
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,155,602.3555981,202502,Salbutamol,0301011R0,5557
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,11,110.5233143,202502,Terbutaline sulphate,0301011V0,5557
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,A84040,91,154.7389089,202412,Salbutamol,0301011R0,3440
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,A84040,1,7.377280042,202412,Terbutaline sulphate,0301011V0,3440
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,A84040,87,181.3565777,202501,Salbutamol,0301011R0,3429
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,A84040,1,7.377583773,202501,Terbutaline sulphate,0301011V0,3429
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,HUMSHAUGH & WARK MED GRP,A84040,58,133.8606612,202502,Salbutamol,0301011R0,3419
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,A84016,219,514.9689599,202412,Salbutamol,0301011R0,6923
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,A84016,1,7.897313184,202412,Terbutaline sulphate,0301011V0,6923
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,A84016,202,536.6285816,202501,Salbutamol,0301011R0,6925
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,A84016,2,15.79450289,202501,Terbutaline sulphate,0301011V0,6925
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,PRUDHOE MEDICAL GROUP,A84016,198,551.6041141,202502,Salbutamol,0301011R0,6929
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,51,127.6904928,202412,Salbutamol,0301011R0,2137
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,1,7.377280042,202412,Terbutaline sulphate,0301011V0,2137
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,64,119.3651186,202501,Salbutamol,0301011R0,2139
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,50,90.18099436,202502,Salbutamol,0301011R0,2146
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,SCOTS GAP MEDICAL GROUP,A84042,1,7.379395688,202502,Terbutaline sulphate,0301011V0,2146
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,144,336.2484174,202412,Salbutamol,0301011R0,5842
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,5,47.37147911,202412,Terbutaline sulphate,0301011V0,5842
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,138,355.7214408,202501,Salbutamol,0301011R0,5850
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,2,15.79450289,202501,Terbutaline sulphate,0301011V0,5850
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,112,302.2274369,202502,Salbutamol,0301011R0,5839
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,THE SELE MEDICAL PRACTICE,A84033,2,15.79435919,202502,Terbutaline sulphate,0301011V0,5839
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,235,519.0293369,202412,Salbutamol,0301011R0,8594
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,3,30.54918645,202412,Terbutaline sulphate,0301011V0,8594
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,216,551.3425153,202501,Salbutamol,0301011R0,8622
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,1,23.66695434,202501,Terbutaline sulphate,0301011V0,8622
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,188,454.0290482,202502,Salbutamol,0301011R0,8643
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00L00,WEST NORTHUMBERLAND PCN,U05512,WHITE MEDICAL GROUP,A84011,4,31.58871838,202502,Terbutaline sulphate,0301011V0,8643
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,HAVEN COURT,Y01956,5,7.186921552,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,HAVEN COURT,Y01956,11,25.7464,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,HAVEN COURT,Y01956,5,24.29334515,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE & SUNDERLAND NHS FT STY,Y03917,3,30.17757315,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE & SUNDERLAND NHS FT STY,Y03917,3,34.55433958,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE ENHANCED PRIMARY CARE,Y05445,38,79.06383467,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE ENHANCED PRIMARY CARE,Y05445,26,67.40085606,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE ENHANCED PRIMARY CARE,Y05445,17,42.09735627,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE URGENT CARE HUB WIC,Y05260,14,35.21871414,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE URGENT CARE HUB WIC,Y05260,7,14.97655659,202501,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,SOUTH TYNESIDE URGENT CARE HUB WIC,Y05260,7,10.96160615,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,UNIDENTIFIED DOCTORS,00N998,2,2.874768621,202412,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,DUMMY,-,UNIDENTIFIED DOCTORS,00N998,2,3.419760168,202502,Salbutamol,0301011R0,
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,A88002,806,2605.30318,202412,Salbutamol,0301011R0,16981
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,A88002,7,86.82084503,202412,Terbutaline sulphate,0301011V0,16981
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,A88002,794,2499.625431,202501,Salbutamol,0301011R0,16964
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,A88002,8,94.71741737,202501,Terbutaline sulphate,0301011V0,16964
NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD (QHM),00N00,SOUTH TYNESIDE EAST PCN,U20256,FARNHAM MEDICAL CTR.,A88002,723,2342.680992,202502,Salbutamol,0301011R0,16936
