date,sicbl,pcn,pcn_code,practice,practice_code,list_size,antidepressant_items,antidepressant_items_per_patient,antidepressant_patients,hrt_items,hrt_items_per_patient,hrt_patients,pct_patients_on_hrt,imd_score
202306,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2162,121,55.9666975,81,83,38.39037928,46,2.1,6.05
202307,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2164,129,59.61182994,86,86,39.74121996,48,2.2,6.05
202308,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2164,121,55.91497227,81,81,37.43068392,45,2.1,6.05
202309,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2170,131,60.36866359,87,86,39.63133641,48,2.2,6.05
202310,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2168,136,62.73062731,91,88,40.5904059,49,2.3,6.05
202311,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2169,134,61.77962195,89,83,38.26648225,46,2.1,6.05
202312,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2167,124,57.22196585,83,71,32.76419012,39,1.8,6.05
202401,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2163,140,64.72491909,93,95,43.92048081,53,2.5,6.05
202402,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2169,134,61.77962195,89,79,36.42231443,44,2,6.05
202403,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2169,137,63.16274781,91,83,38.26648225,46,2.1,6.05
202404,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2167,140,64.60544532,93,86,39.68620212,48,2.2,6.05
202405,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2165,133,61.43187067,89,81,37.41339492,45,2.1,6.05
202406,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2161,140,64.78482184,93,87,40.25913929,48,2.2,6.05
202407,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2168,150,69.18819188,100,82,37.82287823,46,2.1,6.05
202408,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2168,128,59.04059041,85,87,40.12915129,48,2.2,6.05
202409,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2173,132,60.74551312,88,70,32.21352968,39,1.8,6.05
202410,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2179,148,67.92106471,99,82,37.63194126,46,2.1,6.05
202411,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2183,141,64.59001374,94,76,34.81447549,42,1.9,6.05
202412,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2190,171,78.08219178,114,87,39.7260274,48,2.2,6.05
202501,00L,WEST NORTHUMBERLAND PCN,U05512,CORBRIDGE HEALTH CENTRE,A84018,2188,141,64.44241316,94,77,35.19195612,43,2,6.05
202301,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1519,205,134.9572087,137,42,27.64976959,23,1.5,20.6
202302,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1522,174,114.3232589,116,31,20.36793693,17,1.1,20.6
202303,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1525,206,135.0819672,137,34,22.29508197,19,1.2,20.6
202304,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1528,191,125,127,34,22.2513089,19,1.2,20.6
202305,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1528,191,125,127,37,24.21465969,21,1.4,20.6
202306,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1535,188,122.47557,125,41,26.71009772,23,1.5,20.6
202307,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1538,192,124.8374512,128,33,21.45643693,18,1.2,20.6
202308,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1538,202,131.3394018,135,35,22.75682705,19,1.2,20.6
202309,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1547,202,130.575307,135,34,21.97802198,19,1.2,20.6
202310,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1550,206,132.9032258,137,41,26.4516129,23,1.5,20.6
202311,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1555,190,122.1864952,127,33,21.22186495,18,1.2,20.6
202312,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1559,207,132.7774214,138,29,18.60166774,16,1,20.6
202401,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1562,270,172.8553137,180,44,28.16901408,24,1.5,20.6
202402,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1564,191,122.1227621,127,41,26.21483376,23,1.5,20.6
202403,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1561,271,173.6066624,181,53,33.95259449,29,1.9,20.6
202404,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1562,220,140.8450704,147,45,28.80921895,25,1.6,20.6
202405,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1569,204,130.0191205,136,37,23.5818993,21,1.3,20.6
202406,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1581,214,135.3573688,143,42,26.5654649,23,1.5,20.6
202407,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1587,214,134.8456207,143,56,35.28670447,31,2,20.6
202408,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1586,227,143.1273644,151,42,26.48171501,23,1.5,20.6
202409,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1597,211,132.1227301,141,44,27.55165936,24,1.5,20.6
202410,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1604,197,122.8179551,131,43,26.80798005,24,1.5,20.6
202411,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1607,232,144.3683883,155,43,26.75793404,24,1.5,20.6
202412,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1609,232,144.1889372,155,41,25.48166563,23,1.4,20.6
202501,00L,NORTHUMBRIA PCN,U09980,CRAMLINGTON MEDICAL GROUP,A84025,1615,223,138.0804954,149,26,16.09907121,14,0.9,20.6
202301,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1217,129,105.9983566,86,14,11.50369762,8,0.7,26.74
202302,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1219,91,74.65135357,61,27,22.14930271,15,1.2,26.74
202303,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1222,112,91.65302782,75,15,12.27495908,8,0.7,26.74
202304,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1223,93,76.0425184,62,14,11.44726083,8,0.7,26.74
202305,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1226,119,97.06362153,79,20,16.3132137,11,0.9,26.74
202306,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1225,119,97.14285714,79,16,13.06122449,9,0.7,26.74
202307,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1225,104,84.89795918,69,17,13.87755102,9,0.7,26.74
202308,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1225,111,90.6122449,74,21,17.14285714,12,1,26.74
202309,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1224,109,89.05228758,73,16,13.07189542,9,0.7,26.74
202310,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1231,113,91.79528838,75,18,14.62225833,10,0.8,26.74
202311,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1235,124,100.4048583,83,18,14.57489879,10,0.8,26.74
202312,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1235,132,106.8825911,88,21,17.00404858,12,1,26.74
202401,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1236,118,95.46925566,79,23,18.60841424,13,1.1,26.74
202402,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1248,133,106.5705128,89,16,12.82051282,9,0.7,26.74
202403,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1245,119,95.58232932,79,17,13.65461847,9,0.7,26.74
202404,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1249,131,104.8839071,87,13,10.40832666,7,0.6,26.74
202405,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1250,131,104.8,87,17,13.6,9,0.7,26.74
202406,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1253,109,86.99122107,73,23,18.35594573,13,1,26.74
202407,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1263,129,102.1377672,86,16,12.6682502,9,0.7,26.74
202408,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1268,136,107.2555205,91,22,17.35015773,12,0.9,26.74
202409,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1269,116,91.4105595,77,19,14.97241923,11,0.9,26.74
202410,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1273,149,117.0463472,99,19,14.92537313,11,0.9,26.74
202411,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1275,123,96.47058824,82,25,19.60784314,14,1.1,26.74
202412,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1277,124,97.10258418,83,18,14.09553641,10,0.8,26.74
202501,00L,NORTHUMBRIA PCN,U09980,ELSDON AVENUE SURGERY,A84619,1286,162,125.9720062,108,23,17.88491446,13,1,26.74
202301,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2276,297,130.4920914,198,65,28.55887522,36,1.6,20.6
202302,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2300,246,106.9565217,164,56,24.34782609,31,1.3,20.6
202303,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2309,313,135.556518,209,70,30.31615418,39,1.7,20.6
202304,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2321,279,120.2068074,186,72,31.02111159,40,1.7,20.6
202305,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2341,293,125.160188,195,68,29.04741563,38,1.6,20.6
202306,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2357,315,133.6444633,210,63,26.72889266,35,1.5,20.6
202307,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2366,331,139.898563,221,79,33.38968724,44,1.9,20.6
202308,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2366,302,127.6415892,201,66,27.89518174,37,1.6,20.6
202309,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2412,314,130.1824212,209,56,23.2172471,31,1.3,20.6
202310,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2434,313,128.5949055,209,73,29.99178307,41,1.7,20.6
202311,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2459,339,137.8609191,226,83,33.75355836,46,1.9,20.6
202312,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2458,335,136.2896664,223,65,26.44426363,36,1.5,20.6
202401,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2471,323,130.7163092,215,60,24.28166734,33,1.3,20.6
202402,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2490,302,121.2851406,201,71,28.51405622,39,1.6,20.6
202403,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2511,337,134.2094783,225,64,25.48785344,36,1.4,20.6
202404,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2528,316,125,211,68,26.89873418,38,1.5,20.6
202405,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2558,308,120.4065676,205,64,25.01954652,36,1.4,20.6
202406,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2580,332,128.6821705,221,64,24.80620155,36,1.4,20.6
202407,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2609,342,131.0847068,228,58,22.23073975,32,1.2,20.6
202408,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2641,331,125.3313139,221,67,25.36917834,37,1.4,20.6
202409,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2645,301,113.7996219,201,65,24.57466919,36,1.4,20.6
202410,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2665,352,132.0825516,235,75,28.14258912,42,1.6,20.6
202411,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2674,316,118.1750187,211,71,26.55198205,39,1.5,20.6
202412,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2676,342,127.8026906,228,63,23.5426009,35,1.3,20.6
202501,00L,CRAMLINGTON SEATON VALLEY PCN,U24977,FORUM FAMILY PRACTICE,A84038,2689,361,134.2506508,241,72,26.77575307,40,1.5,20.6
202301,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1883,167,88.68826341,111,45,23.89803505,25,1.3,11.38
202302,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1893,158,83.46539884,105,49,25.88483888,27,1.4,11.38
202303,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1910,154,80.62827225,103,35,18.32460733,19,1,11.38
202304,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1920,150,78.125,100,37,19.27083333,21,1.1,11.38
202305,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1930,149,77.20207254,99,54,27.97927461,30,1.6,11.38
202306,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1938,153,78.94736842,102,41,21.15583075,23,1.2,11.38
202307,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1956,141,72.08588957,94,51,26.07361963,28,1.4,11.38
202308,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1956,136,69.52965235,91,56,28.62985685,31,1.6,11.38
202309,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1981,142,71.68096921,95,40,20.19182231,22,1.1,11.38
202310,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,1992,141,70.78313253,94,50,25.10040161,28,1.4,11.38
202311,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2001,153,76.46176912,102,61,30.48475762,34,1.7,11.38
202312,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2002,141,70.42957043,94,47,23.47652348,26,1.3,11.38
202401,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2016,130,64.48412698,87,65,32.24206349,36,1.8,11.38
202402,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2025,150,74.07407407,100,51,25.18518519,28,1.4,11.38
202403,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2033,138,67.87998032,92,65,31.9724545,36,1.8,11.38
202404,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2049,147,71.74231332,98,59,28.79453392,33,1.6,11.38
202405,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2055,133,64.72019465,89,58,28.22384428,32,1.6,11.38
202406,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2071,125,60.35731531,83,54,26.07436021,30,1.4,11.38
202407,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2082,147,70.60518732,98,53,25.45629203,29,1.4,11.38
202408,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2099,142,67.65126251,95,49,23.34444974,27,1.3,11.38
202409,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2105,150,71.25890736,100,57,27.0783848,32,1.5,11.38
202410,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2117,164,77.46811526,109,55,25.9801606,31,1.5,11.38
202411,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2128,176,82.70676692,117,64,30.07518797,36,1.7,11.38
202412,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2137,162,75.80720636,108,51,23.86523163,28,1.3,11.38
202501,00L,WELL UP NORTH PCN,U25545,GAS HOUSE LANE SURGERY,A84039,2144,157,73.22761194,105,52,24.25373134,29,1.4,11.38
202301,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3081,165,53.5540409,110,69,22.39532619,38,1.2,11.38
202302,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3078,152,49.38271605,101,67,21.76738142,37,1.2,11.38
202303,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3083,172,55.78981512,115,83,26.92182939,46,1.5,11.38
202304,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3083,159,51.57314304,106,61,19.7859228,34,1.1,11.38
202305,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3089,167,54.0628035,111,85,27.51699579,47,1.5,11.38
202306,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3091,164,53.05726302,109,78,25.23455192,43,1.4,11.38
202307,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3095,171,55.25040388,114,73,23.58642973,41,1.3,11.38
202308,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3095,145,46.84975767,97,75,24.23263328,42,1.4,11.38
202309,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3113,153,49.14873113,102,85,27.30485063,47,1.5,11.38
202310,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3117,146,46.83991017,97,66,21.17420597,37,1.2,11.38
202311,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3121,183,58.63505287,122,76,24.3511695,42,1.3,11.38
202312,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3121,170,54.46972124,113,76,24.3511695,42,1.3,11.38
202401,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3125,176,56.32,117,88,28.16,49,1.6,11.38
202402,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3125,171,54.72,114,81,25.92,45,1.4,11.38
202403,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3127,159,50.84745763,106,73,23.34505916,41,1.3,11.38
202404,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3134,172,54.88194001,115,89,28.39821315,49,1.6,11.38
202405,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3136,162,51.65816327,108,78,24.87244898,43,1.4,11.38
202406,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3147,184,58.46838259,123,88,27.9631395,49,1.6,11.38
202407,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3158,164,51.93160228,109,81,25.64914503,45,1.4,11.38
202408,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3165,174,54.97630332,116,82,25.90837283,46,1.5,11.38
202409,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3180,194,61.00628931,129,91,28.6163522,51,1.6,11.38
202410,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3187,194,60.87229369,129,95,29.80859743,53,1.7,11.38
202411,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3194,208,65.12210394,139,86,26.92548528,48,1.5,11.38
202412,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3195,205,64.1627543,137,77,24.10015649,43,1.3,11.38
202501,00L,WELL UP NORTH PCN,U25545,GREYSTOKE SURGERY,A84031,3206,217,67.68558952,145,92,28.69619464,51,1.6,11.38
202301,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2399,241,100.4585244,161,41,17.09045436,23,1,36.41
202302,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2392,225,94.06354515,150,39,16.30434783,22,0.9,36.41
202303,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2390,263,110.041841,175,37,15.48117155,21,0.9,36.41
202304,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2393,224,93.60635186,149,45,18.80484747,25,1,36.41
202305,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2392,232,96.98996656,155,48,20.06688963,27,1.1,36.41
202306,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2389,268,112.1808288,179,46,19.25491838,26,1.1,36.41
202307,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2390,231,96.65271967,154,47,19.66527197,26,1.1,36.41
202308,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2390,231,96.65271967,154,42,17.57322176,23,1,36.41
202309,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2401,232,96.62640566,155,44,18.32569763,24,1,36.41
202310,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2402,272,113.2389675,181,49,20.39966694,27,1.1,36.41
202311,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2397,302,125.9908219,201,53,22.11097205,29,1.2,36.41
202312,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2401,258,107.455227,172,45,18.74219075,25,1,36.41
202401,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2404,283,117.7204659,189,49,20.38269551,27,1.1,36.41
202402,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2409,262,108.7588211,175,45,18.67995019,25,1,36.41
202403,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2408,253,105.0664452,169,52,21.59468439,29,1.2,36.41
202404,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2409,235,97.55085098,157,54,22.41594022,30,1.2,36.41
202405,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2413,272,112.7227518,181,40,16.57687526,22,0.9,36.41
202406,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2416,270,111.7549669,180,48,19.86754967,27,1.1,36.41
202407,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2418,258,106.6997519,172,55,22.74607113,31,1.3,36.41
202408,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2415,268,110.9730849,179,58,24.01656315,32,1.3,36.41
202409,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2417,212,87.71203972,141,43,17.79064957,24,1,36.41
202410,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2418,271,112.0760959,181,54,22.3325062,30,1.2,36.41
202411,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2417,267,110.4675217,178,44,18.2043856,24,1,36.41
202412,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2413,238,98.63240779,159,59,24.45089101,33,1.4,36.41
202501,00L,WANSBECK PCN,U11112,GUIDEPOST MEDICAL GROUP,A84020,2414,284,117.6470588,189,43,17.81275891,24,1,36.41
202301,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1675,192,114.6268657,128,38,22.68656716,21,1.3,25.32
202302,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1675,168,100.2985075,112,43,25.67164179,24,1.4,25.32
202303,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1678,192,114.4219309,128,44,26.22169249,24,1.4,25.32
202304,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1676,176,105.0119332,117,32,19.09307876,18,1.1,25.32
202305,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1675,157,93.73134328,105,40,23.88059701,22,1.3,25.32
202306,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1673,172,102.8093246,115,49,29.28870293,27,1.6,25.32
202307,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1673,179,106.993425,119,40,23.90914525,22,1.3,25.32
202308,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1673,161,96.23430962,107,46,27.49551704,26,1.6,25.32
202309,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1671,176,105.326152,117,45,26.92998205,25,1.5,25.32
202310,00L,WEST NORTHUMBERLAND PCN,U05512,HALTWHISTLE MEDICAL GROUP,A84034,1665,153,91.89189189,102,41,24.62462462,23,1.4,25.32
