Year Month,Country,BNF Chemical Substance plus Code,BNF Presentation,Supplier Name,Items,Actual Cost,ADQ Usage,List Size
202404,ENGLAND,Theophylline (0301030S0),Theophylline 50mg/5ml oral suspension,Specials,6,646.318465814205,162.5,63378182
202404,ENGLAND,Theophylline (0301030S0),Theophylline 60mg/5ml oral liquid,Specials,1,258.6124,15,63378182
202404,ENGLAND,Zafirlukast (0303020Z0),Zafirlukast 20mg tablets,Specials,7,2519.4268,342,63378182
202404,ENGLAND,Fexofenadine hydrochloride (0304010E0),Fexofenadine 120mg/5ml oral liquid,Specials,1,146.7224,14,63378182
202404,ENGLAND,Fexofenadine hydrochloride (0304010E0),Fexofenadine 180mg/5ml oral suspension,Specials,77,15351.3984164637,2919,63378182
202404,ENGLAND,Fexofenadine hydrochloride (0304010E0),Fexofenadine 30mg/5ml oral suspension,Specials,1,308.0124,7,63378182
202404,ENGLAND,Hydroxyzine hydrochloride (0304010J0),Hydroxyzine 10mg/5ml oral solution,Specials,4,1305.2596,56,63378182
202404,ENGLAND,Hydroxyzine hydrochloride (0304010J0),Hydroxyzine 10mg/5ml oral suspension,Specials,63,5427.07859932125,756.8,63378182
202404,ENGLAND,Hydroxyzine hydrochloride (0304010J0),Hydroxyzine 2.5mg/5ml oral solution,Specials,2,765.4248,4,63378182
202404,ENGLAND,Hydroxyzine hydrochloride (0304010J0),Hydroxyzine 25mg/5ml oral solution,Specials,1,34.2324,5.6,63378182
202404,ENGLAND,Cyproheptadine hydrochloride (0304010K0),Cyproheptadine 4mg/5ml oral liquid,Specials,2,1024.4248,18.66666648,63378182
202404,ENGLAND,Promethazine hydrochloride (0304010W0),Promethazine 25mg/5ml oral liquid,Specials,3,318.1172,208,63378182
202404,ENGLAND,Promethazine hydrochloride (0304010W0),Promethazine 5mg/5ml oral solution,Specials,4,35.9696,36,63378182
202404,ENGLAND,Promethazine hydrochloride (0304010W0),Promethazine 5mg/5ml oral suspension,Specials,1,89.9524,24,63378182
202404,ENGLAND,Alimemazine tartrate (0304010Y0),Alimemazine 10mg/5ml oral solution,Specials,1,326.7124,19.8,63378182
202404,ENGLAND,Acetylcysteine (0307000C0),Acetylcysteine 200mg granules for oral solution sachets,Specials,2,255.8848,,63378182
202404,ENGLAND,Acetylcysteine (0307000C0),Acetylcysteine 600mg capsules,Specials,1,4.6824,,63378182
202404,ENGLAND,Acetylcysteine (0307000C0),Acetylcysteine 600mg effervescent tablets,Specials,246,6411.7604,,63378182
202404,ENGLAND,Acetylcysteine (0307000C0),Acetylcysteine 600mg tablets,Specials,4,55.3485734510928,,63378182
202404,ENGLAND,Dextromethorphan hydrobromide (0309010L0),Dextromethorphan 10mg/5ml oral solution,Specials,1,4.0024,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 10mg capsules,Specials,102,17644.1148,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 10mg tablets,Specials,1,39.4024,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 10mg/5ml oral solution,Specials,304,5539.38028158658,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 10mg/5ml oral suspension,Specials,288,5153.17885303152,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 1mg capsules,Specials,24,4743.42828630299,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 1mg/5ml oral liquid,Specials,2,321.9748,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 1mg/ml oral solution sugar free,Specials,65,16310.476,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2.5mg tablets,Specials,1,14.4124,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2.5mg/5ml oral solution,Specials,108,2804.89304487284,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2.5mg/5ml oral suspension,Specials,44,1064.32441898913,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2mg modified-release capsules,Specials,102,2029.2548,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2mg/5ml oral solution,Specials,713,10871.1786436923,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 2mg/5ml oral suspension,Specials,146,3169.89061547289,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 3mg capsules,Specials,1,258.7324,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 3mg modified-release tablets,Specials,4,162.8896,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 3mg/5ml oral solution,Specials,96,1818.37345810625,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 3mg/5ml oral suspension,Specials,23,510.438382555525,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 4mg capsules,Specials,2,420.3148,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 4mg/5ml oral suspension,Specials,31,5837.89002207649,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 5mg/5ml oral solution,Specials,375,80485.4626569309,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 5mg/5ml oral solution (old),Specials,2,249.795509372005,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 5mg/5ml oral suspension,Specials,117,22662.4070321414,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 6mg capsules,Specials,3,398.0972,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 6mg tablets,Specials,2,575.1448,,63378182
202404,ENGLAND,Melatonin (0401010AD),Melatonin 8mg capsules,Specials,2,122.6748,,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 1g/5ml oral solution BP,Specials,27,2992.7666927215,1302,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 1mg/5ml oral solution BP,Specials,1,270.0124,0.06,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 200mg/5ml oral solution BP,Specials,19,6812.2456,224,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 200mg/5ml oral suspension,Specials,5,307.537143920921,48,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 250mg suppositories,Specials,4,3363.8096,,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 500mg suppositories,Specials,7,4608.8368,,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 500mg/5ml oral solution sugar free,Specials,3,994.9872,135,63378182
202404,ENGLAND,Chloral hydrate (0401010B0),Chloral hydrate 500mg/5ml oral solution/mixture BP 2000,Specials,19,11810.0662764506,735,63378182
202404,ENGLAND,Nitrazepam (0401010R0),Nitrazepam 5mg/5ml oral suspension,Specials,7,1272.37742951267,454,63378182
202404,ENGLAND,Zopiclone (0401010Z0),Zopiclone 3.75mg/5ml oral solution,Specials,98,3065.74539158048,1703,63378182
202404,ENGLAND,Zopiclone (0401010Z0),Zopiclone 3.75mg/5ml oral suspension,Specials,21,541.764525905894,317,63378182
202404,ENGLAND,Zopiclone (0401010Z0),Zopiclone 7.5mg/5ml oral solution,Specials,52,1517.44566633615,1274,63378182
202404,ENGLAND,Zopiclone (0401010Z0),Zopiclone 7.5mg/5ml oral suspension,Specials,27,1712.65485177469,726,63378182
202404,ENGLAND,Buspirone hydrochloride (0401020B0),Buspirone 5mg/5ml oral solution,Specials,15,13364.0816505984,256.833330765,63378182
202404,ENGLAND,Buspirone hydrochloride (0401020B0),Buspirone 5mg/5ml oral suspension,Specials,12,12366.4788,309.9999969,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 10mg/5ml oral suspension,Specials,194,33331.0587671254,6264.4,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 2.5mg/5ml oral solution,Specials,29,4099.9296,427.5,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 2.5mg/5ml oral suspension,Specials,118,6998.99454304388,2536.5,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 25mg/5ml oral solution,Specials,9,3490.9916,475,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 2mg/5ml oral suspension,Specials,44,12551.6175634499,572.8,63378182
202404,ENGLAND,Diazepam (0401020K0),Diazepam 2mg/5ml oral suspension sugar free,Specials,14,3715.4136,166.40000832,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 1mg/5ml oral solution,Specials,29,809.7396,484.80002424,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 1mg/5ml oral suspension,Specials,6,247.5744,52.0000026,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 250micrograms/5ml oral liquid,Specials,5,3499.132,32,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 500micrograms/5ml oral solution,Specials,35,453.484,251.20001256,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 500micrograms/5ml oral suspension,Specials,11,256.5464,68.20000341,63378182
202404,ENGLAND,Lorazepam (0401020P0),Lorazepam 5mg/5ml oral liquid,Specials,7,482.5268,334.4,63378182
202404,ENGLAND,Amobarbital sodium (0401030E0),Sodium Amytal 60mg capsules,Specials,16,879.6084,,63378182
202404,ENGLAND,Butobarbital (0401030H0),Soneryl 100mg tablets,Specials,3,2414.9572,,63378182
202404,ENGLAND,Secobarbital sodium (0401030T0),Secobarbital sodium 100mg capsules,Specials,1,218.734016291533,,63378182
202404,ENGLAND,Secobarbital sodium (0401030T0),Secobarbital sodium 50mg capsules,Specials,1,126.4624,,63378182
202404,ENGLAND,Secobarbital sodium (0401030T0),Seconal Sodium 100mg capsules,Specials,1,138.4624,,63378182
202404,ENGLAND,Secobarbital sodium (0401030T0),Tuinal 100mg Pulvules,Specials,11,1446.3564,,63378182
202404,ENGLAND,Risperidone (040201030),Risperidone 125micrograms/5ml oral solution,Specials,4,1198.0696,4.5,63378182
202404,ENGLAND,Risperidone (040201030),Risperidone 250micrograms/5ml oral suspension,Specials,2,441.8448,1.7,63378182
202404,ENGLAND,Olanzapine (040201060),Olanzapine 1.25mg/5ml oral liquid,Specials,1,1135.3424,17.5,63378182
202404,ENGLAND,Olanzapine (040201060),Olanzapine 2.5mg/5ml oral solution,Specials,22,5827.2128,236.5,63378182
202404,ENGLAND,Olanzapine (040201060),Olanzapine 2.5mg/5ml oral suspension,Specials,74,3451.5776,959.25,63378182
202404,ENGLAND,Olanzapine (040201060),Olanzapine 5mg/5ml oral suspension,Specials,1,1150.0124,24.5,63378182
202404,ENGLAND,Amisulpride (0402010A0),Amisulpride 25mg/5ml oral liquid,Specials,2,707.3048,3,63378182
202404,ENGLAND,Amisulpride (0402010A0),Amisulpride 50mg/5ml oral liquid,Specials,1,900.0124,10.5,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 100mg/5ml oral liquid,Specials,39,10008.7236,485.533328478,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 12.5mg/5ml oral solution,Specials,19,1327.6656,28.124998875,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 12.5mg/5ml oral suspension,Specials,60,2583.18785603097,126.74999493,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 125mg/5ml oral liquid,Specials,1,63.4924,24.9999999,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 200mg/5ml oral suspension,Specials,11,5366.7364,446.66666555,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 25mg/5ml oral solution,Specials,6,1672.9644,24.83333234,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 25mg/5ml oral suspension,Specials,42,3980.5008,271.16665582,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 50mg/5ml oral solution,Specials,1,86.5024,17.99999982,63378182
202404,ENGLAND,Quetiapine (0402010AB),Quetiapine 50mg/5ml oral suspension,Specials,31,2174.6844,452.33332881,63378182
202404,ENGLAND,Ziprasidone hydrochloride (0402010AG),Ziprasidone 20mg capsules,Specials,1,2085.6124,,63378182
202404,ENGLAND,Chlorpromazine hydrochloride (0402010D0),Chlorpromazine 100mg suppositories,Specials,1,958.8124,,63378182
202404,ENGLAND,Fluphenazine hydrochloride (0402010I0),Fluphenazine 1mg tablets,Specials,8,2144.7792,92,63378182
202404,ENGLAND,Haloperidol (0402010J0),Haloperidol 1.5mg/5ml oral liquid,Specials,2,670.3048,7.5,63378182
202404,ENGLAND,Haloperidol (0402010J0),Haloperidol 1mg/5ml oral liquid,Specials,10,1820.114,45,63378182
202404,ENGLAND,Haloperidol (0402010J0),Haloperidol 200micrograms/5ml oral liquid,Specials,1,7.5224,0.5,63378182
202404,ENGLAND,Haloperidol (0402010J0),Haloperidol 500micrograms/5ml oral liquid,Specials,6,2614.1944,11.875,63378182
202404,ENGLAND,Haloperidol (0402010J0),Haloperidol 5mg/5ml oral liquid,Specials,2,6.4248,12.25,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine 2.5mg/5ml oral suspension,Specials,24,742.076040826373,7.53333032,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine 25mg/5ml oral liquid,Specials,1,296.9524,1.16666662,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine 5mg/5ml oral liquid,Specials,4,1506.1196,4.83333285,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine 62.5mg/5ml oral suspension,Specials,4,11156.0496,299.9999952,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine 6mg/5ml oral suspension,Specials,10,1527.9519822451,7.2,63378182
202404,ENGLAND,Levomepromazine maleate (0402010K0),Levomepromazine maleate 2.5mg/5ml oral solution,Specials,1,29.0124,0.1666666,63378182
202404,ENGLAND,Perphenazine (0402010Q0),Perphenazine 2mg tablets,Specials,15,2374.776,63.733332696,63378182
202404,ENGLAND,Pimozide (0402010R0),Pimozide 2mg/5ml oral suspension,Specials,1,627.7524,,63378182
202404,ENGLAND,Sulpiride (0402010U0),Sulpiride 200mg/5ml oral liquid,Specials,1,23.9224,1.75,63378182
202404,ENGLAND,Thioridazine (0402010W0),Thioridazine 25mg tablets,Specials,2,1365.0448,24.499999902,63378182
202404,ENGLAND,Thioridazine (0402010W0),Thioridazine 50mg tablets,Specials,1,806.4124,13.999999944,63378182
202404,ENGLAND,Fluphenazine decanoate (0402020L0),Fluphenazine decanoate 25mg/1ml inj ampoules,Specials,4,878.1596,500,63378182
202404,ENGLAND,Lithium carbonate (0402030K0),Lithium carbonate 200mg/5ml oral suspension,Specials,3,3154.5472,,63378182
202404,ENGLAND,Amitriptyline hydrochloride (0403010B0),Amitriptyline 10mg/5ml oral liquid,Specials,7,585.182632028103,29.59999926,63378182
202404,ENGLAND,Clomipramine hydrochloride (0403010F0),Clomipramine 50mg/5ml oral suspension,Specials,10,343.937547304129,314.66666588,63378182
202404,ENGLAND,Clomipramine hydrochloride (0403010F0),Clomipramine 75mg modified-release tablets,Specials,2,35.3448,112,63378182
202404,ENGLAND,Dosulepin hydrochloride (0403010J0),Dosulepin 25mg/5ml oral solution,Specials,9,1199.87742652511,299.999997,63378182
202404,ENGLAND,Dosulepin hydrochloride (0403010J0),Dosulepin 25mg/5ml oral suspension,Specials,3,456.7172,46.6666662,63378182
202404,ENGLAND,Dosulepin hydrochloride (0403010J0),Dosulepin 75mg/5ml oral solution,Specials,6,277.557298305029,330,63378182
202404,ENGLAND,Doxepin (0403010L0),Doxepin 50mg/5ml oral liquid,Specials,2,228.412077699916,4.133333323,63378182
202404,ENGLAND,Trazodone hydrochloride (0403010X0),Trazodone 100mg/5ml oral liquid,Specials,9,3815.1016,229.999999425,63378182
202404,ENGLAND,Trazodone hydrochloride (0403010X0),Trazodone 25mg/5ml oral liquid,Specials,1,917.9224,3.3333333,63378182
202404,ENGLAND,Trazodone hydrochloride (0403010X0),Trazodone 50mg/5ml oral liquid,Specials,31,457.534482478487,360.399996396,63378182
202404,ENGLAND,Trimipramine maleate (0403010Y0),Trimipramine 50mg/5ml oral liquid,Specials,5,21.772,60.533333182,63378182
202404,ENGLAND,Citalopram hydrobromide (0403030D0),Citalopram 20mg/5ml oral suspension,Specials,1,934.8124,42,63378182
202404,ENGLAND,Fluoxetine hydrochloride (0403030E0),Fluoxetine 10mg tablets,Specials,105,2674.012,1279.5,63378182
202404,ENGLAND,Fluoxetine hydrochloride (0403030E0),Fluoxetine 10mg/5ml oral suspension,Specials,2,56.2448,42,63378182
202404,ENGLAND,Fluoxetine hydrochloride (0403030E0),Fluoxetine 20mg/5ml oral solution,Specials,1,875.6724,24,63378182
202404,ENGLAND,Fluoxetine hydrochloride (0403030E0),Fluoxetine 20mg/5ml oral suspension,Specials,1,6.4624,7,63378182
202404,ENGLAND,Paroxetine hydrochloride (0403030P0),Paroxetine 10mg/5ml oral liquid,Specials,4,765.5796,60,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 100mg/5ml oral suspension,Specials,226,58470.9750994695,14698.4,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 12.5mg/5ml oral suspension,Specials,1,167.5124,7.5,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 150mg/5ml oral suspension,Specials,3,468.2372,300,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 20mg/5ml oral suspension,Specials,2,243.3748,76.8,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 25mg/5ml oral solution,Specials,11,4392.6664,344.5,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 25mg/5ml oral suspension,Specials,76,21203.1292388324,1460,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 50mg/5ml oral solution,Specials,66,17574.897867844,2737.4,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 50mg/5ml oral suspension,Specials,907,274680.641127787,44636.4,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 5mg/5ml oral suspension,Specials,3,1854.9972,16,63378182
202404,ENGLAND,Sertraline hydrochloride (0403030Q0),Sertraline 75mg/5ml oral suspension,Specials,3,3188.5372,219,63378182
202404,ENGLAND,Venlafaxine (0403040W0),Venlafaxine 37.5mg/5ml oral solution,Specials,4,2668.2696,168.75,63378182
202404,ENGLAND,Venlafaxine (0403040W0),Venlafaxine 75mg/5ml oral solution,Specials,17,11884.6388749412,1158.75,63378182
202404,ENGLAND,Mirtazapine (0403040X0),Mirtazapine 15mg/5ml oral solution,Specials,3,156.8972,7.9,63378182
202404,ENGLAND,Mirtazapine (0403040X0),Mirtazapine 75mg/5ml oral suspension,Specials,4,415.8696,106,63378182
202404,ENGLAND,Dexamfetamine sulfate (0404000L0),Dexamfetamine 5mg/5ml oral liquid,Specials,10,4401.5088,,63378182
202404,ENGLAND,Methylphenidate hydrochloride (0404000M0),Methylphenidate 10mg/5ml oral solution,Specials,3,1358.2172,,63378182
202404,ENGLAND,Methylphenidate hydrochloride (0404000M0),Methylphenidate 5mg/5ml oral solution,Specials,31,1326.6144,,63378182
202404,ENGLAND,Methylphenidate hydrochloride (0404000M0),Methylphenidate 5mg/5ml oral suspension,Specials,109,4279.91245883476,,63378182
202404,ENGLAND,Modafinil (0404000R0),Modafinil 100mg/5ml oral solution,Specials,2,435.622581689026,,63378182
202404,ENGLAND,Modafinil (0404000R0),Modafinil 100mg/5ml oral suspension,Specials,6,2316.4044,,63378182
202404,ENGLAND,Atomoxetine hydrochloride (0404000S0),Atomoxetine 20mg/5ml oral suspension,Specials,6,2246.0744,,63378182
202404,ENGLAND,Atomoxetine hydrochloride (0404000S0),Atomoxetine 25mg/5ml oral liquid,Specials,12,10036.3788,,63378182
202404,ENGLAND,Betahistine hydrochloride (0406000B0),Betahistine 8mg/5ml oral suspension,Specials,12,751.883488341563,198,63378182
202404,ENGLAND,Flunarizine dihydrochloride (0406000E0),Flunarizine 5mg tablets,Specials,4,1307.1296,,63378182
202404,ENGLAND,Cyclizine hydrochloride (0406000F0),Cyclizine 25mg/5ml oral liquid,Specials,2,979.3748,53.25,63378182
202404,ENGLAND,Cyclizine hydrochloride (0406000F0),Cyclizine 50mg suppositories,Specials,3,1870.9772,,63378182
202404,ENGLAND,Cyclizine hydrochloride (0406000F0),Cyclizine 50mg/5ml oral solution,Specials,87,2216.04364090688,1219,63378182
202404,ENGLAND,Cyclizine hydrochloride (0406000F0),Cyclizine 50mg/5ml oral suspension,Specials,223,6387.35000147183,3528,63378182
202404,ENGLAND,Domperidone (0406000J0),Domperidone 30mg suppositories,Specials,4,509.4496,11.25,63378182
202404,ENGLAND,Hyoscine hydrobromide (0406000L0),Hyoscine hydrobromide 300micrograms/5ml oral solution,Specials,84,1539.69005067416,2198,63378182
202404,ENGLAND,Hyoscine hydrobromide (0406000L0),Hyoscine hydrobromide 300micrograms/5ml oral suspension,Specials,105,3302.74488019853,2744,63378182
202404,ENGLAND,Hyoscine hydrobromide (0406000L0),Hyoscine hydrobromide 500micrograms/5ml oral solution,Specials,10,228.604680095726,233.3333338,63378182
202404,ENGLAND,Hyoscine hydrobromide (0406000L0),Hyoscine hydrobromide 500micrograms/5ml oral suspension,Specials,10,162.673041016127,635.00000127,63378182
202404,ENGLAND,Hyoscine hydrobromide (0406000L0),Hyoscine hydrobromide 600micrograms/5ml oral solution,Specials,1,136.6024,40,63378182
202404,ENGLAND,Ondansetron hydrochloride (0406000S0),Ondansetron 4mg/5ml oral liquid,Specials,23,1144.4552,79.7,63378182
